,query,match,distance,query_video,match_video,original_basename_q,original_basename_m,label
0,181,181,0.0,4eb9ad34f1bd411485c373fb8cacb247,4eb9ad34f1bd411485c373fb8cacb247,wjL71_eSd4Q-59a7499a24e804deb63410f6ee7b37bb,wjL71_eSd4Q-59a7499a24e804deb63410f6ee7b37bb,True
1,181,2130,0.22595436558988646,4eb9ad34f1bd411485c373fb8cacb247,899781d1ec5c4bbc94e51918a7ecac62,wjL71_eSd4Q-59a7499a24e804deb63410f6ee7b37bb,bpfli0ZF7do-606d605202d4ad7b0dadea8cfa790da3,False
2,181,525,0.23955839892466835,4eb9ad34f1bd411485c373fb8cacb247,10f76d1b56d547998a9abb13ff96e0f0,wjL71_eSd4Q-59a7499a24e804deb63410f6ee7b37bb,RO3B6_yL1gk-1eadec850c689b91737eddffba3d177a,False
3,181,1466,0.24088074404107143,4eb9ad34f1bd411485c373fb8cacb247,17f60675f799466d85fad43d6a9ec475,wjL71_eSd4Q-59a7499a24e804deb63410f6ee7b37bb,lnZNiivm2zU-e1caaa59e5479f037914e52e0893cc6e,False
4,181,1291,0.24185725589915916,4eb9ad34f1bd411485c373fb8cacb247,a18444977736411fab577643ad40e1c9,wjL71_eSd4Q-59a7499a24e804deb63410f6ee7b37bb,6yJuyFN4Ihg-90dfe7b732a24ef61fd52c5eae95162e,False
5,181,1875,0.2507080593221061,4eb9ad34f1bd411485c373fb8cacb247,49d8315daf0a40b4a4337b0a975c5385,wjL71_eSd4Q-59a7499a24e804deb63410f6ee7b37bb,gf6OrSCp7zs-ba669e5435157528940e9793937b46fd,False
6,181,840,0.26266562463998666,4eb9ad34f1bd411485c373fb8cacb247,66af3c5254ac4ac1984c05fa16ddc4af,wjL71_eSd4Q-59a7499a24e804deb63410f6ee7b37bb,xAIq2HtX_lk-7ddb270bece191e9e4dcab56fa46391e,False
7,181,2076,0.26469368241347946,4eb9ad34f1bd411485c373fb8cacb247,7c32793061e54a7aa4450418768bff05,wjL71_eSd4Q-59a7499a24e804deb63410f6ee7b37bb,58xPhmS_U3g-c1271043195cdf163bfbf8dedb222a26,False
8,181,329,0.2654058608870112,4eb9ad34f1bd411485c373fb8cacb247,19fa48bf09544f80a7953a3f5240f704,wjL71_eSd4Q-59a7499a24e804deb63410f6ee7b37bb,gHOKz_4h5S8-2cf2156b48ec3a6ccc26c2e6cbaa885a,False
9,181,1753,0.2714671564946314,4eb9ad34f1bd411485c373fb8cacb247,8a15bc48beac4649b9cb008f70962044,wjL71_eSd4Q-59a7499a24e804deb63410f6ee7b37bb,IBOBWAB7XVw-82c59387d2986b00ac2f4327e8a9f288,False
10,181,1624,0.2749031734174082,4eb9ad34f1bd411485c373fb8cacb247,c6391a5642cc45d7a7db6ea6076aab80,wjL71_eSd4Q-59a7499a24e804deb63410f6ee7b37bb,82KKCxXUAW8-bb274a3c804764d45d8daa89f170949e,False
11,181,38,0.2785799128687204,4eb9ad34f1bd411485c373fb8cacb247,5205af57498541138578c8eb32206abd,wjL71_eSd4Q-59a7499a24e804deb63410f6ee7b37bb,1PgMbsvyIxY-6cf64a7f3efd734a6aa52004b06bd7c8,False
12,181,414,0.2832122763101382,4eb9ad34f1bd411485c373fb8cacb247,5257b28e753840a389a9cb17be7cd54b,wjL71_eSd4Q-59a7499a24e804deb63410f6ee7b37bb,AA82DdkVh5s-db5b2e3d870f1005da5e88c3e6b256f4,False
